,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,gender
454,1,24.0,2,0,4817.0,1,3,2.0,0,1,3.0,1,31.0,0,1,1.0,2,1.0,1,1,0,0
455,0,24.0,2,1,2679.0,1,1,4.0,4,0,1.0,0,29.0,0,1,1.0,3,1.0,1,1,1,1
456,1,11.0,4,0,3905.0,1,2,2.0,0,0,2.0,3,36.0,0,0,2.0,2,2.0,0,1,1,0
457,1,12.0,2,1,3386.0,1,4,3.0,0,0,4.0,0,35.0,0,2,1.0,2,1.0,1,1,0,0
458,1,6.0,2,4,343.0,1,1,4.0,4,0,1.0,3,27.0,0,1,1.0,2,1.0,0,1,1,1
459,0,18.0,2,3,4594.0,1,1,3.0,0,0,2.0,2,32.0,0,1,1.0,2,1.0,1,1,1,0
460,1,36.0,2,2,3620.0,1,2,1.0,0,2,2.0,1,37.0,0,1,1.0,2,2.0,0,1,1,0
461,1,15.0,2,0,1721.0,1,1,2.0,0,0,3.0,3,36.0,0,1,1.0,2,1.0,0,1,1,0
462,2,12.0,2,2,3017.0,1,1,3.0,4,0,1.0,3,34.0,0,0,1.0,3,1.0,0,1,1,1
463,2,12.0,2,8,754.0,0,4,4.0,0,0,4.0,1,38.0,0,1,2.0,2,1.0,0,1,1,0
464,0,18.0,2,9,1950.0,1,3,4.0,0,0,1.0,2,34.0,1,1,2.0,2,1.0,1,1,1,0
465,1,24.0,2,1,2924.0,1,2,3.0,0,2,4.0,0,63.0,2,1,1.0,2,2.0,1,1,1,0
466,1,24.0,3,3,1659.0,1,1,4.0,4,0,2.0,2,29.0,0,0,1.0,1,1.0,1,1,0,1
467,0,48.0,3,3,7238.0,0,4,3.0,0,0,3.0,2,32.0,2,1,2.0,2,2.0,0,1,1,0
468,0,33.0,3,9,2764.0,1,2,2.0,4,0,2.0,2,26.0,0,1,2.0,2,1.0,1,1,1,1
469,0,24.0,3,1,4679.0,1,3,3.0,0,0,3.0,2,35.0,0,1,2.0,1,1.0,1,1,1,0
470,2,24.0,2,3,3092.0,2,1,3.0,1,0,2.0,2,22.0,0,0,1.0,2,1.0,1,1,0,0
471,1,6.0,2,6,448.0,1,1,4.0,4,0,4.0,1,23.0,0,1,1.0,2,1.0,0,1,0,1
472,1,9.0,2,0,654.0,1,2,4.0,0,0,3.0,2,28.0,0,1,1.0,1,1.0,0,1,0,0
473,0,6.0,2,8,1238.0,0,0,4.0,0,0,4.0,1,36.0,0,1,1.0,3,2.0,1,1,1,0
474,2,18.0,4,3,1245.0,1,2,4.0,1,0,2.0,2,33.0,0,1,1.0,2,1.0,0,1,0,0
475,1,18.0,0,2,3114.0,1,1,1.0,4,0,4.0,1,26.0,0,0,1.0,2,1.0,0,1,0,1
476,0,39.0,2,1,2569.0,3,2,4.0,0,0,4.0,2,24.0,0,1,1.0,2,1.0,0,1,1,0
477,3,24.0,2,3,5152.0,1,3,4.0,0,0,2.0,2,25.0,2,1,1.0,2,1.0,0,1,1,0
478,2,12.0,2,9,1037.0,2,3,3.0,0,0,4.0,3,39.0,0,1,1.0,1,1.0,0,1,1,0
479,1,15.0,4,2,1478.0,1,4,4.0,0,0,4.0,2,44.0,0,1,2.0,2,2.0,1,1,1,0
480,2,12.0,4,3,3573.0,1,2,1.0,4,0,1.0,3,23.0,0,1,1.0,1,1.0,0,1,1,1
481,2,24.0,2,0,1201.0,1,1,4.0,0,0,1.0,1,26.0,0,1,1.0,2,1.0,0,1,1,0
482,1,30.0,2,2,3622.0,4,4,4.0,4,0,4.0,1,57.0,0,0,2.0,2,1.0,1,1,1,1
483,0,15.0,3,2,960.0,4,3,3.0,4,0,2.0,1,30.0,0,1,2.0,2,1.0,0,1,1,1
484,0,12.0,4,0,1163.0,3,2,4.0,0,0,4.0,3,44.0,0,1,1.0,2,1.0,1,1,1,0
485,2,6.0,3,0,1209.0,1,0,4.0,0,0,4.0,1,47.0,0,1,1.0,3,1.0,1,1,0,0
486,0,12.0,2,3,3077.0,1,2,2.0,0,0,4.0,2,52.0,0,1,1.0,2,1.0,1,1,1,0
487,0,24.0,2,0,3757.0,1,4,4.0,4,1,4.0,0,62.0,0,2,1.0,2,1.0,1,1,1,1
488,0,10.0,2,0,1418.0,2,2,3.0,0,0,2.0,3,35.0,0,0,1.0,1,1.0,0,0,1,0
489,0,6.0,2,0,3518.0,1,2,2.0,0,2,3.0,1,26.0,0,0,1.0,2,1.0,0,1,1,0
490,0,12.0,4,3,1934.0,1,4,2.0,0,0,2.0,0,26.0,0,1,2.0,2,1.0,0,1,1,0
491,2,27.0,0,9,8318.0,1,4,2.0,4,0,4.0,0,42.0,0,2,2.0,3,1.0,1,1,0,1
492,0,6.0,4,3,1237.0,2,2,1.0,4,0,1.0,1,27.0,0,1,2.0,2,1.0,0,1,1,1
493,2,6.0,2,3,368.0,0,4,4.0,0,0,4.0,1,38.0,0,1,1.0,2,1.0,0,1,1,0
494,1,12.0,4,0,2122.0,1,2,3.0,0,0,2.0,3,39.0,0,0,2.0,1,2.0,0,0,1,0
495,1,24.0,2,2,2996.0,0,2,2.0,1,0,4.0,2,20.0,0,1,1.0,2,1.0,0,1,0,0
496,2,36.0,2,2,9034.0,2,1,4.0,0,1,1.0,0,29.0,0,0,1.0,3,1.0,1,1,0,0
497,0,24.0,4,2,1585.0,1,3,4.0,0,0,3.0,1,40.0,0,1,2.0,2,1.0,0,1,1,0
498,2,18.0,2,3,1301.0,1,4,4.0,1,2,2.0,3,32.0,0,1,1.0,1,1.0,0,1,1,0
499,3,6.0,4,0,1323.0,2,4,2.0,2,0,4.0,2,28.0,0,1,2.0,2,2.0,1,1,1,0
500,1,24.0,2,0,3123.0,1,1,4.0,4,0,1.0,1,27.0,0,1,1.0,2,1.0,0,1,0,1
501,1,36.0,2,1,5493.0,1,4,2.0,0,0,4.0,0,42.0,0,2,1.0,2,2.0,0,1,1,0
502,3,9.0,2,3,1126.0,2,4,2.0,2,0,4.0,3,49.0,0,1,1.0,2,1.0,0,1,1,0
503,2,24.0,4,3,1216.0,2,1,4.0,0,0,4.0,0,38.0,2,1,2.0,2,2.0,0,1,0,0
504,1,24.0,2,0,1207.0,1,1,4.0,4,0,4.0,1,24.0,0,0,1.0,2,1.0,0,1,0,1
505,0,10.0,2,0,1309.0,0,2,4.0,0,2,4.0,1,27.0,0,1,1.0,1,1.0,0,1,0,0
506,3,15.0,4,1,2360.0,3,2,2.0,0,0,2.0,2,36.0,0,1,1.0,2,1.0,1,1,1,0
507,2,15.0,1,0,6850.0,2,0,1.0,0,0,2.0,1,34.0,0,1,1.0,3,2.0,1,1,0,0
508,0,24.0,2,3,1413.0,1,2,4.0,1,0,2.0,1,28.0,0,1,1.0,2,1.0,0,1,1,0
509,0,39.0,2,1,8588.0,2,4,4.0,0,0,2.0,2,45.0,0,1,1.0,3,1.0,1,1,1,0
510,1,12.0,2,0,759.0,1,3,4.0,0,0,2.0,3,26.0,0,1,1.0,2,1.0,0,1,0,0
511,0,36.0,2,1,4686.0,1,2,2.0,0,0,2.0,0,32.0,0,2,1.0,3,1.0,1,1,1,0
512,3,15.0,2,9,2687.0,1,3,2.0,0,0,4.0,1,26.0,0,0,1.0,2,1.0,1,1,1,0
513,2,12.0,3,3,585.0,1,2,4.0,1,1,4.0,3,20.0,0,0,2.0,2,1.0,0,1,1,0
514,0,24.0,2,0,2255.0,0,1,4.0,0,0,1.0,1,54.0,0,1,1.0,2,1.0,0,1,1,0
515,1,6.0,4,0,609.0,1,3,4.0,4,0,3.0,1,37.0,0,1,2.0,2,1.0,0,0,1,1
516,1,6.0,4,0,1361.0,1,1,2.0,0,0,4.0,3,40.0,0,1,1.0,1,2.0,0,0,1,0
517,0,36.0,4,2,7127.0,1,1,2.0,4,0,4.0,1,23.0,0,0,2.0,2,1.0,1,1,0,1
518,1,6.0,2,0,1203.0,2,4,3.0,0,0,2.0,1,43.0,0,1,1.0,2,1.0,1,1,1,0
519,0,6.0,4,3,700.0,0,4,4.0,0,0,4.0,0,36.0,0,2,2.0,2,1.0,0,1,1,0
520,0,24.0,4,5,5507.0,1,4,3.0,0,0,4.0,0,44.0,0,2,2.0,2,1.0,0,1,1,0
521,1,18.0,2,3,3190.0,1,2,2.0,4,0,2.0,3,24.0,0,1,1.0,2,1.0,0,1,0,1
522,1,48.0,0,2,7119.0,1,2,3.0,0,0,4.0,0,53.0,0,2,2.0,2,2.0,0,1,0,0
523,0,24.0,2,1,3488.0,2,3,3.0,4,0,4.0,2,23.0,0,1,1.0,2,1.0,0,1,1,1
524,2,18.0,2,3,1113.0,1,2,4.0,4,2,4.0,3,26.0,0,1,1.0,1,2.0,0,1,1,1
525,2,26.0,2,1,7966.0,1,1,2.0,0,0,3.0,2,30.0,0,1,2.0,2,1.0,0,1,1,0
526,0,15.0,4,6,1532.0,2,2,4.0,4,0,3.0,2,31.0,0,1,1.0,2,1.0,0,1,1,1
527,0,4.0,4,3,1503.0,1,3,2.0,0,0,1.0,3,42.0,0,1,2.0,1,2.0,0,1,1,0
528,1,36.0,2,3,2302.0,1,2,4.0,2,0,4.0,2,31.0,0,0,1.0,2,1.0,0,1,0,0
529,1,6.0,2,0,662.0,1,1,3.0,0,0,4.0,3,41.0,0,1,1.0,1,2.0,1,1,1,0
530,2,36.0,2,6,2273.0,1,3,3.0,0,0,1.0,2,32.0,0,1,2.0,2,2.0,0,1,1,0
531,2,15.0,2,0,2631.0,2,2,2.0,4,0,4.0,2,28.0,0,0,2.0,2,1.0,1,1,0,1
532,0,12.0,3,1,1503.0,1,2,4.0,1,0,4.0,3,41.0,0,0,1.0,2,1.0,0,1,1,0
533,0,24.0,2,3,1311.0,2,3,4.0,1,0,3.0,1,26.0,0,1,1.0,2,1.0,1,1,1,0
534,0,24.0,2,3,3105.0,0,1,4.0,0,0,2.0,2,25.0,0,1,2.0,2,1.0,0,1,1,0
535,3,21.0,4,6,2319.0,1,1,2.0,2,0,1.0,2,33.0,0,0,1.0,2,1.0,0,1,0,0
536,1,6.0,2,0,1374.0,0,0,4.0,4,0,3.0,1,75.0,0,1,1.0,3,1.0,1,1,1,1
537,2,18.0,4,2,3612.0,1,4,3.0,4,0,4.0,1,37.0,0,1,1.0,2,1.0,1,1,1,1
538,1,48.0,2,0,7763.0,1,4,4.0,0,0,4.0,0,42.0,2,2,1.0,3,1.0,0,1,0,0
539,3,18.0,2,2,3049.0,1,1,1.0,4,0,1.0,1,45.0,1,1,1.0,1,1.0,0,1,1,1
540,2,12.0,2,3,1534.0,1,1,1.0,1,0,1.0,3,23.0,0,0,1.0,2,1.0,0,1,0,0
541,0,24.0,3,0,2032.0,1,4,4.0,0,0,4.0,0,60.0,0,2,2.0,2,1.0,1,1,1,0
542,1,30.0,2,2,6350.0,0,4,4.0,0,0,4.0,1,31.0,0,1,1.0,2,1.0,0,1,0,0
543,3,18.0,2,2,2864.0,1,2,2.0,0,0,1.0,3,34.0,0,1,1.0,1,2.0,0,1,0,0
544,0,12.0,4,0,1255.0,1,4,4.0,0,0,4.0,3,61.0,0,1,2.0,1,1.0,0,1,1,0
545,1,24.0,3,0,1333.0,1,0,4.0,0,0,2.0,3,43.0,0,2,2.0,2,2.0,0,1,0,0
546,0,24.0,4,0,2022.0,1,2,4.0,4,0,4.0,2,37.0,0,1,1.0,2,1.0,1,1,1,1
547,0,24.0,2,3,1552.0,1,3,3.0,0,0,1.0,2,32.0,2,1,1.0,2,2.0,0,1,1,0
548,1,12.0,1,3,626.0,1,2,4.0,4,0,4.0,3,24.0,2,1,1.0,1,1.0,0,1,0,1
549,0,48.0,4,1,8858.0,0,3,2.0,0,0,1.0,0,35.0,0,2,2.0,2,1.0,1,1,1,0
550,0,12.0,4,5,996.0,0,3,4.0,4,0,4.0,3,23.0,0,1,2.0,2,1.0,0,1,1,1
551,0,6.0,1,3,1750.0,3,4,2.0,0,0,4.0,1,45.0,2,1,1.0,1,2.0,0,1,1,0
552,1,48.0,2,3,6999.0,1,3,1.0,1,2,1.0,3,34.0,0,1,2.0,2,1.0,1,1,0,0
553,2,12.0,4,0,1995.0,2,1,4.0,0,0,1.0,2,27.0,0,1,1.0,2,1.0,0,1,1,0
554,2,9.0,2,6,1199.0,1,3,4.0,4,0,4.0,1,67.0,0,1,2.0,3,1.0,1,1,1,1
555,2,12.0,2,3,1331.0,1,1,2.0,0,0,1.0,2,22.0,1,1,1.0,2,1.0,0,1,0,0
556,2,18.0,0,0,2278.0,2,1,3.0,4,0,3.0,2,28.0,0,1,2.0,2,1.0,0,1,0,1
557,0,21.0,0,0,5003.0,0,2,1.0,4,0,4.0,1,29.0,2,1,2.0,2,1.0,1,1,0,1
558,1,24.0,1,2,3552.0,1,3,3.0,0,0,4.0,2,27.0,2,1,1.0,2,1.0,0,1,0,0
559,2,18.0,4,2,1928.0,1,1,2.0,0,0,2.0,3,31.0,0,1,2.0,1,1.0,0,1,0,0
560,1,24.0,2,1,2964.0,0,4,4.0,0,0,4.0,0,49.0,2,2,1.0,2,2.0,1,1,1,0
561,1,24.0,1,3,1546.0,1,3,4.0,0,2,4.0,2,24.0,2,0,1.0,1,1.0,0,1,0,0
562,3,6.0,3,3,683.0,1,1,2.0,4,0,1.0,1,29.0,2,1,1.0,2,1.0,0,1,1,1
563,2,36.0,2,0,12389.0,0,2,1.0,0,0,4.0,0,37.0,0,2,1.0,2,1.0,1,1,0,0
564,2,24.0,3,9,4712.0,0,2,4.0,0,0,2.0,1,37.0,2,1,2.0,3,1.0,1,1,1,0
565,2,24.0,3,3,1553.0,2,3,3.0,4,0,2.0,1,23.0,0,0,2.0,2,1.0,1,1,1,1
566,1,12.0,2,0,1372.0,1,3,2.0,2,0,3.0,2,36.0,0,1,1.0,2,1.0,0,1,0,0
567,0,24.0,4,3,2578.0,4,4,2.0,0,0,2.0,2,34.0,0,1,1.0,2,1.0,0,1,1,0
568,2,48.0,2,3,3979.0,0,3,4.0,0,0,1.0,2,41.0,0,1,2.0,2,2.0,1,1,1,0
569,1,48.0,2,3,6758.0,1,2,3.0,4,0,2.0,2,31.0,0,1,1.0,2,1.0,1,1,0,1
570,1,24.0,2,2,3234.0,1,1,4.0,4,0,4.0,3,23.0,0,0,1.0,1,1.0,1,1,0,1
571,0,30.0,4,3,5954.0,1,3,3.0,0,1,2.0,2,38.0,0,1,1.0,2,1.0,0,1,1,0
572,0,24.0,2,1,5433.0,0,0,2.0,4,0,4.0,1,26.0,0,0,1.0,3,1.0,1,1,1,1
573,1,15.0,2,9,806.0,1,2,4.0,4,0,4.0,1,22.0,0,1,1.0,1,1.0,0,1,1,1
574,2,9.0,2,3,1082.0,1,4,4.0,0,0,4.0,2,27.0,0,1,2.0,1,1.0,0,1,1,0
575,0,15.0,4,2,2788.0,1,3,2.0,4,1,3.0,2,24.0,2,1,2.0,2,1.0,0,1,1,1
576,2,12.0,2,3,2930.0,1,3,2.0,4,0,1.0,3,27.0,0,1,1.0,2,1.0,0,1,1,1
577,0,24.0,4,6,1927.0,0,2,3.0,4,0,2.0,2,33.0,0,1,2.0,2,1.0,1,1,1,1
578,2,36.0,4,0,2820.0,1,1,4.0,2,0,4.0,2,27.0,0,1,2.0,2,1.0,0,1,0,0
579,0,24.0,2,8,937.0,1,1,4.0,1,0,3.0,2,27.0,0,1,2.0,1,1.0,0,1,1,0
580,2,18.0,4,0,1056.0,1,4,3.0,0,2,3.0,3,30.0,2,1,2.0,2,1.0,0,1,0,0
581,2,12.0,4,0,3124.0,1,1,1.0,0,0,3.0,3,49.0,2,1,2.0,1,2.0,0,1,1,0
582,0,9.0,2,2,1388.0,1,2,4.0,4,0,2.0,3,26.0,0,0,1.0,2,1.0,0,1,1,1
583,2,36.0,2,5,2384.0,1,1,4.0,0,0,1.0,0,33.0,0,0,1.0,1,1.0,0,1,0,0
584,0,12.0,2,0,2133.0,0,4,4.0,4,0,4.0,0,52.0,0,2,1.0,3,1.0,1,1,1,1
585,1,18.0,2,2,2039.0,1,2,1.0,4,0,4.0,3,20.0,2,0,1.0,2,1.0,0,1,0,1
586,1,9.0,4,0,2799.0,1,2,2.0,0,0,2.0,3,36.0,0,0,2.0,2,2.0,0,1,1,0
587,1,12.0,2,2,1289.0,1,2,4.0,0,2,1.0,1,21.0,0,1,1.0,1,1.0,0,1,1,0
588,1,18.0,2,4,1217.0,1,2,4.0,1,0,3.0,3,47.0,0,1,1.0,1,1.0,1,1,0,0
589,1,12.0,4,2,2246.0,1,4,3.0,0,0,3.0,1,60.0,0,1,2.0,2,1.0,0,1,0,0
590,1,12.0,4,3,385.0,1,3,4.0,4,0,3.0,3,58.0,0,1,4.0,1,1.0,1,1,1,1
591,2,24.0,3,0,1965.0,0,2,4.0,4,0,4.0,2,42.0,0,0,2.0,2,1.0,1,1,1,1
592,0,21.0,2,9,1572.0,4,4,4.0,4,0,4.0,3,36.0,2,1,1.0,1,1.0,0,1,1,1
593,2,24.0,2,0,2718.0,1,2,3.0,4,0,4.0,1,20.0,0,0,1.0,1,1.0,1,1,0,1
594,1,24.0,1,10,1358.0,0,4,4.0,0,0,3.0,2,40.0,1,1,1.0,3,1.0,1,1,0,0
595,2,6.0,1,0,931.0,2,1,1.0,4,0,1.0,1,32.0,1,1,1.0,1,1.0,0,1,0,1
596,1,24.0,2,0,1442.0,1,3,4.0,4,0,4.0,2,23.0,0,0,2.0,2,1.0,0,1,0,1
597,2,24.0,0,9,4241.0,1,2,1.0,0,0,4.0,3,36.0,0,1,3.0,1,1.0,1,1,0,0
598,0,18.0,4,0,2775.0,1,3,2.0,0,0,2.0,1,31.0,2,1,2.0,2,1.0,0,1,0,0
599,0,24.0,3,9,3863.0,1,2,1.0,0,0,2.0,0,32.0,0,2,1.0,2,1.0,0,1,1,0
600,2,7.0,2,3,2329.0,1,1,1.0,4,2,1.0,3,45.0,0,1,1.0,2,1.0,0,1,1,1
601,2,9.0,2,2,918.0,1,2,4.0,4,0,1.0,1,30.0,0,1,1.0,2,1.0,0,1,0,1
602,2,24.0,1,6,1837.0,1,3,4.0,4,0,4.0,0,34.0,2,2,1.0,1,1.0,0,1,0,1
603,0,36.0,2,2,3349.0,1,2,4.0,4,0,2.0,2,28.0,0,1,1.0,3,1.0,1,1,0,1
604,3,10.0,2,2,1275.0,1,1,4.0,4,0,2.0,1,23.0,0,1,1.0,2,1.0,0,1,1,1
605,1,24.0,1,2,2828.0,3,2,4.0,0,0,4.0,3,22.0,1,1,1.0,2,1.0,1,1,1,0
606,0,24.0,4,9,4526.0,1,2,3.0,0,0,2.0,3,74.0,0,1,1.0,3,1.0,1,1,1,0
607,2,36.0,2,3,2671.0,2,2,4.0,4,1,4.0,0,50.0,0,2,1.0,2,1.0,0,1,0,1
608,0,18.0,2,3,2051.0,1,1,4.0,0,0,1.0,3,33.0,0,1,1.0,2,1.0,0,1,1,0
609,0,15.0,2,1,1300.0,0,4,4.0,0,0,4.0,0,45.0,2,2,1.0,2,2.0,0,1,1,0
610,1,12.0,2,4,741.0,2,0,4.0,4,0,3.0,1,22.0,0,1,1.0,2,1.0,0,1,0,1
611,3,10.0,2,0,1240.0,2,4,1.0,4,0,4.0,0,48.0,0,2,1.0,1,2.0,0,1,0,1
612,1,21.0,2,3,3357.0,4,1,4.0,4,0,2.0,2,29.0,2,1,1.0,2,1.0,0,1,1,1
613,1,24.0,1,1,3632.0,1,2,1.0,4,2,4.0,2,22.0,2,0,1.0,2,1.0,0,0,1,1
614,0,18.0,3,2,1808.0,1,3,4.0,4,0,1.0,3,22.0,0,1,1.0,2,1.0,0,1,0,1
615,2,48.0,0,9,12204.0,0,2,2.0,0,0,2.0,2,48.0,2,1,1.0,3,1.0,1,1,1,0
616,2,60.0,3,3,9157.0,0,2,2.0,0,0,2.0,0,27.0,0,2,1.0,3,1.0,0,1,1,0
617,1,6.0,4,0,3676.0,1,2,1.0,0,0,3.0,3,37.0,0,0,3.0,2,2.0,0,1,1,0
618,2,30.0,2,2,3441.0,2,2,2.0,4,1,4.0,2,21.0,0,0,1.0,2,1.0,0,1,0,1
619,0,12.0,2,0,640.0,1,2,4.0,2,0,2.0,3,49.0,0,1,1.0,1,1.0,0,1,1,0
620,2,21.0,4,9,3652.0,1,3,2.0,0,0,3.0,1,27.0,0,1,2.0,2,1.0,0,1,1,0
621,0,18.0,4,0,1530.0,1,2,3.0,0,0,2.0,1,32.0,2,1,2.0,2,1.0,0,1,0,0
622,0,48.0,2,9,3914.0,0,2,4.0,2,0,2.0,3,38.0,2,1,1.0,2,1.0,0,1,0,0
623,1,12.0,2,2,1858.0,1,1,4.0,4,0,1.0,2,22.0,0,0,1.0,2,1.0,0,1,1,1
624,1,18.0,2,3,2600.0,1,2,4.0,0,0,4.0,0,65.0,0,2,2.0,2,1.0,0,1,0,0
625,0,15.0,2,3,1979.0,0,4,4.0,0,0,2.0,2,35.0,0,1,1.0,2,1.0,0,1,1,0
626,3,6.0,2,2,2116.0,1,2,2.0,0,0,2.0,3,41.0,0,1,1.0,2,1.0,1,1,1,0
627,2,9.0,1,0,1437.0,2,3,2.0,0,0,3.0,0,29.0,0,1,1.0,2,1.0,0,1,0,0
628,0,42.0,4,2,4042.0,3,2,4.0,0,0,4.0,3,36.0,0,1,2.0,2,1.0,1,1,1,0
629,0,9.0,2,6,3832.0,0,4,1.0,0,0,4.0,3,64.0,0,1,1.0,1,1.0,0,1,1,0
630,1,24.0,2,3,3660.0,1,2,2.0,4,0,4.0,2,28.0,0,1,1.0,2,1.0,0,1,1,1
631,1,18.0,1,2,1553.0,1,2,4.0,0,0,3.0,2,44.0,2,1,1.0,2,1.0,0,1,0,0
632,2,15.0,2,3,1444.0,0,1,4.0,0,0,1.0,1,23.0,0,1,1.0,2,1.0,0,1,1,0
633,0,9.0,2,2,1980.0,1,1,2.0,4,1,2.0,2,19.0,0,0,2.0,2,1.0,0,1,0,1
634,2,24.0,2,0,1355.0,1,1,3.0,4,0,4.0,2,25.0,0,1,1.0,1,1.0,1,1,0,1
635,0,12.0,2,6,1393.0,1,4,4.0,0,0,4.0,1,47.0,2,1,3.0,2,2.0,1,1,1,0
636,0,24.0,2,3,1376.0,3,3,4.0,4,0,1.0,2,28.0,0,1,1.0,2,1.0,0,1,1,1
637,0,60.0,3,3,15653.0,1,3,2.0,0,0,4.0,2,21.0,0,1,2.0,2,1.0,1,1,1,0
638,0,12.0,2,3,1493.0,1,1,4.0,4,0,3.0,2,34.0,0,1,1.0,2,2.0,0,1,1,1
639,1,42.0,3,3,4370.0,1,3,3.0,0,0,2.0,1,26.0,2,1,2.0,2,2.0,1,1,0,0
640,1,18.0,2,6,750.0,1,0,4.0,4,0,1.0,3,27.0,0,1,1.0,0,1.0,0,1,0,1
641,2,15.0,2,5,1308.0,1,4,4.0,0,0,4.0,2,38.0,0,1,2.0,1,1.0,0,1,1,0
642,0,15.0,2,6,4623.0,2,2,3.0,0,0,2.0,1,40.0,0,1,1.0,3,1.0,1,1,0,0
643,0,24.0,4,3,1851.0,1,3,4.0,1,2,2.0,2,33.0,0,1,2.0,2,1.0,1,1,1,0
644,1,18.0,4,3,1880.0,1,3,4.0,1,0,1.0,1,32.0,0,1,2.0,3,1.0,1,1,1,0
645,0,36.0,3,9,7980.0,0,1,4.0,0,0,4.0,2,27.0,0,0,2.0,2,1.0,1,1,0,0
646,1,30.0,0,2,4583.0,1,2,2.0,2,2,2.0,3,32.0,0,1,2.0,2,1.0,0,1,1,0
647,0,12.0,2,0,1386.0,3,2,2.0,4,0,2.0,1,26.0,0,1,1.0,2,1.0,0,1,0,1
648,3,24.0,2,0,947.0,1,3,4.0,0,0,3.0,0,38.0,2,2,1.0,2,2.0,0,1,0,0
649,1,12.0,2,6,684.0,1,2,4.0,0,0,4.0,2,40.0,0,0,1.0,1,2.0,0,1,0,0
650,1,48.0,2,6,7476.0,1,3,4.0,0,0,1.0,0,50.0,0,2,1.0,3,1.0,1,1,1,0
651,2,12.0,2,2,1922.0,1,2,4.0,0,0,2.0,1,37.0,0,1,1.0,1,1.0,0,1,0,0
652,1,24.0,2,0,2303.0,1,4,4.0,0,1,1.0,3,45.0,0,1,1.0,2,1.0,0,1,0,0
653,2,36.0,3,0,8086.0,2,4,2.0,0,0,4.0,2,42.0,0,1,4.0,3,1.0,1,1,0,0
654,0,24.0,4,1,2346.0,1,3,4.0,0,0,3.0,2,35.0,0,1,2.0,2,1.0,1,1,1,0
655,1,14.0,2,0,3973.0,1,0,1.0,0,0,4.0,0,22.0,0,2,1.0,2,1.0,0,1,1,0
656,2,12.0,2,0,888.0,1,4,4.0,0,0,4.0,2,41.0,2,1,1.0,1,2.0,0,1,0,0
657,0,48.0,2,3,10222.0,0,3,4.0,0,0,3.0,2,37.0,1,1,1.0,2,1.0,1,1,1,0
658,2,30.0,0,9,4221.0,1,2,2.0,4,0,1.0,2,28.0,0,1,2.0,2,1.0,0,1,1,1
659,2,18.0,4,2,6361.0,1,4,2.0,0,0,1.0,0,41.0,0,1,1.0,2,1.0,1,1,1,0
660,3,12.0,2,3,1297.0,1,2,3.0,1,0,4.0,3,23.0,0,0,1.0,2,1.0,0,1,1,0
661,1,12.0,2,0,900.0,0,2,4.0,1,0,2.0,2,23.0,0,1,1.0,2,1.0,0,1,0,0
662,0,21.0,2,2,2241.0,1,4,4.0,0,0,2.0,3,50.0,0,1,2.0,2,1.0,0,1,1,0
663,2,6.0,3,2,1050.0,1,0,4.0,0,0,1.0,1,35.0,1,1,2.0,3,1.0,1,1,1,0
664,3,6.0,4,6,1047.0,1,2,2.0,4,0,4.0,1,50.0,0,1,1.0,1,1.0,0,1,1,1
665,0,24.0,4,10,6314.0,1,0,4.0,0,1,2.0,0,27.0,2,1,2.0,3,1.0,1,1,1,0
666,2,30.0,1,2,3496.0,4,2,4.0,0,0,2.0,2,34.0,1,1,1.0,2,2.0,1,1,1,0
667,0,48.0,1,9,3609.0,1,2,1.0,4,0,1.0,3,27.0,1,1,1.0,2,1.0,0,1,1,1
668,1,12.0,4,0,4843.0,1,4,3.0,0,1,4.0,1,43.0,0,0,2.0,2,1.0,1,1,0,0
669,3,30.0,4,3,3017.0,1,4,4.0,0,0,4.0,1,47.0,0,1,1.0,2,1.0,0,1,1,0
670,0,24.0,4,9,4139.0,2,2,3.0,0,0,3.0,1,27.0,0,1,2.0,1,1.0,1,1,1,0
671,0,36.0,2,9,5742.0,2,3,2.0,0,0,2.0,2,31.0,0,1,2.0,2,1.0,1,1,1,0
672,0,60.0,2,0,10366.0,1,4,2.0,0,0,4.0,1,42.0,0,1,1.0,3,1.0,1,1,1,0
673,0,6.0,4,0,2080.0,3,2,1.0,1,0,2.0,2,24.0,0,1,1.0,2,1.0,0,1,1,0
674,0,21.0,3,9,2580.0,3,1,4.0,0,0,2.0,3,41.0,2,1,1.0,1,2.0,0,1,0,0
675,0,30.0,4,3,4530.0,1,3,4.0,4,0,4.0,2,26.0,0,0,1.0,3,1.0,1,1,1,1
676,0,24.0,4,2,5150.0,1,4,4.0,0,0,4.0,2,33.0,0,1,1.0,2,1.0,1,1,1,0
677,2,72.0,2,3,5595.0,2,2,2.0,1,0,2.0,2,24.0,0,1,1.0,2,1.0,0,1,0,0
678,1,24.0,2,3,2384.0,1,4,4.0,0,0,4.0,3,64.0,2,0,1.0,1,1.0,0,1,1,0
679,0,18.0,2,3,1453.0,1,1,3.0,4,0,1.0,3,26.0,0,1,1.0,2,1.0,0,1,1,1
680,0,6.0,2,6,1538.0,1,1,1.0,4,0,2.0,0,56.0,0,1,1.0,2,1.0,0,1,1,1
681,0,12.0,2,3,2279.0,0,2,4.0,0,0,4.0,0,37.0,0,2,1.0,2,1.0,1,1,1,0
